Asset Planner ID,,,Screener and Approver,,,,,,,,,Asset Planner Data,,,,,,,,,,,,,,,Data Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seismic Data,,,,,,,,,Outputs from FEMA and SQST Sheets,,2013 Seismic Screening Data,,,,,,,
ID,Facility/Asset,Address,Review Phase,Approver,Screener,Drawings,Desktop Review Date,Site Visit,Site Review Date,Ready for Approval?,Approved?,Building Name,Development Category Indicator,Custom: CoV Ownership Status,SAP Building Number,Date Built,Year Built,NBC Code Year (Original Building),Current Replacement Value (June 2026),Gross Size (sq.ft.) - from Asset Planner - June 2026,CRV/sq.ft.,Floors Above Grade,Floors Below Grade,Building: General Summary,Building: Architectural Summary,Building: Heritage,Year(s) of Major Renovation(s),Description of Major Renovation,Building: Main Superstructure Material,Vertical Load Bearing System,Roof System,Floor System,Seismic Force Resisting System in the North-South Direction,Seismic Force Resisting System in the East-West Direction,Number of LDRS Bays in North-South Direction,Number of LDRS Bays in East-West Direction,Seismic Upgrade Year,Description of Seismic Upgrade,Seismic Upgrading Case,Building Height (Total Height Above Ground (m) to Roof Slab),"""Original"" Building Importance Factor Ie",Building Importance Factor Ie - Based on VBBL 2025 - Upgraded,Occupancy Type,Service Group,Replacement Cost (June 2026 $$),At-risk Population: Y/N?,Site Class,Basement,Basement Floor Plan Area (sq.m.),Ground Floor Plan Area (sq.m.),Roof Plan Area (sq.m.),Geological Hazards,Significant Alterations or Deviations,Material Conditions,Sesimic Isolation / Energy Dissipation Systems,Separation / Distance from Adjacent Structures (mm),Pounding Type Input,Pounding Type,Vertical Irregularity Input,Vertical Irregularity Description,Plan Irregularity Input,Plan Irregularity Description,Building Irregularity,Falling Hazards (Y/N),Exterior Non-structural Components - Restrained (Y/N),Interior Non-structural Components - Restrained (Y/N),URM (Y/N),FEMA P154 Special Cases,Remaining Occupancy Time,Category Functionality Class,Gross Area (including basement) (sq.m.),Seismic Weight (kN),Snow Load and Roof Weight (kN),Floor Weight - Above Grade (kN),LDRS Weight North-South Direction (kN),LDRS Weight East-West Direction (kN),Content Weight Based on Occupancy Type (kN),FEMA P154 RVS Level 2 Screening S-Score,SEG Level 2 - SQST S-Score,Building: Collapse Likelihood,Building: Post Disaster Importance,Building: Occupancy,Building: Seismic Screening Data,Building: Seismic S Score,Building: Seismic Risk,Longitude,Latitude
39,COMM_8395_85 W 1st Av_Salt Building,85 W 1st Av,Phase 1,,,,,,,,,Salt Building,1 - Full Investment,City Owned,8395,1931-01,1931,Pre-code,"$9,303,334","31,532",295,1,1,"The Salt Building is understood to have been constructed circa 1931. The building is largely provided with updated systems and components. Known renewals include:
- The majority portion of the building was renovated circa 2009 and 2012.","The single-story building with a basement and mezzanine level appears to be constructed on timber piles with pilasters, grade beams and on foundation walls. At the time of the assessment, deficiencies were observed or reported include evidence of efflorescence in the wall of the basement, evidence of the water ponding in the floor of the basement, evidence of fungi in the wood timber piles in the basement. Recommend that the deficiencies be monitored, and should significant changes be noted, an engineering study by a licensed professional engineer should be undertaken. Repairs based on the proposed study is recommended.
The superstructure appears to be of wood-framed, concrete, and metal construction. No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of painted wood on the building elevations. The building windows are typical of metal-framed insulated glass units (IGUs) and metal framed single glass units. The exterior entrance doors are typically glass doors set in aluminum frames. The roof cover is a slope asphalt shingles roof and conventional modified bituminous roof assembly. Overall, the building envelope components appear to be in good condition.

The interior finishes in the building include ceramic floor tiles, sealed concrete floor, laminated wood flooring, painted wall assemblies, ceramic wall tiles, wood wall panels, painted ceiling assemblies, and suspended acoustic tile ceiling assemblies. The interior finishes appear to be in good condition overall, with the exception of the painted wall finish which is in poor condition.",B,2009-2012,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,High Occupancy,Unknown,,10,Pre-Screen Low,-123.1063935,49.27056664
40,COMM_4647_2400 Kingsway_2400 Motel,2400 Kingsway,Phase 1,,,,,,,,,2400 Motel,4 - Minimal Investment,City Owned,4647,1946-01,1946,1941,"$7,358,912","29,129",253,0,0,"2400 Kingsway Motel is understood to have been constructed circa 1946. The buildings are largely provided with systems and components originating from the initial building construction. Known renewals include:
- Some of the sloped roof were replaced circa 2019
- The flat roof was replaced circa 2017
- The interior wall finish is upgraded circa 2017
- The carpet flooring was replaced circa 2009
- The laminated wood flooring was replaced circa 2017","The 18 single-storey buildings and 1 two-story building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of wood frame construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of stucco wall on all building elevations.The building windows are typically wood framed single glass units (IGUs) and some vinyl framed insulated glass units. The exterior entrance doors are typically wood doors. The roofs cover is asphalt shingles roof assembly and 2 SBS roof assembley.  Overall, the building envelope components appear to be in poor to fair condition.

The interior finishes in the building include ceramic floor tiles, vinyl sheet flooring, painted concrete floor, carpet flooring, painted wall assemblies, ceramic wall tiles, wood wall panels, painted ceiling assemblies and adhered acoustic tile ceiling assemblies. The interior finishes appear to be in poor to fair condition overall.",Statement of Significance,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,,-123.0561377,49.24046874
42,COMM_1236_2130 Pine St,2130 Pine St,NOT IN SCOPE,,,,,,,,,,5 - No Investment,CON - Consolidated,1236,1950-01,1950,1941,"$1,792,453","9,176",195,1,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,,-123.1430588,49.2665787
43,COMM_1234_1670 W 5th Av,1670 W 5th Av,NOT IN SCOPE,,,,,,,,,,5 - No Investment,CON - Consolidated,1234,1950-01,1950,1941,"$1,484,023","4,350",341,3,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1424345,49.26673524
44,COMM_1871_6405 Knight St_South Health Unit,6405 Knight St,,,,,,,,,,South Health Unit,5 - No Investment,City Owned,1871,1959-01,1959,1953,"$6,258,826","18,346",341,2,0,"The South Health Units building is understood to have been constructed circa 1959. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- The majority of interior painted finishes updated circa 2009","The two-storey building with a crawl space appears to be constructed on spread footings. Where exposed, the superstructure appears to be of reinforced concrete with suspended floor and roof concrete slabs supported by concrete and steel load bearing columns and frames. Exterior tension only steel braces appear to have been added for lateral load resistance. No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure. However, study is recommended for concrete delamination.

The building exterior walls are generally comprised of brick masonry and stucco. The building windows are typically of metal framed single glass units. The exterior entrance doors are typically glass doors set in metal frames. The roof cover is a 2-ply modified bituminous roof assembly. Overall, the building envelope components appear to be in fair condition, exterior windows and roofs are in poor condition.

The interior finishes in the building include ceramic floor tiles, vinyl sheet floor, painted concrete floor, laminated wood floor, carpet floor, vinyl tiles floor, painted wall assemblies, ceramic wall tiles, wood wall panels, painted ceiling assemblies and adhered acoustic tile ceiling assemblies. The interior finishes appear to be in fair condition overall.",,,,Masonry Walls,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,8%,High Occupancy,101 - 1000,,0.3,High,-123.0776573,49.22626543
45,COMM_4336_1460-1462 Burrard St,1460-1462 Burrard St,,,,,,,,,,,5 - No Investment,City Owned,4336,1940-01,1940,Pre-code,"$4,796,295","14,059",341,2,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,13%,,11-100,,-1,High,-123.1329544,49.27616939
47,SOCL_7906_390 Main St_Four Corner's Bank,390 Main St,,,,,,,,,,Four Corner's Bank,1 - Full Investment,City Owned,7906,1929-01,1929,Pre-code,"$4,493,009","13,170",341,1,0,"The Four Corner's Bank is understood to have been constructed circa 1929. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- The majority of the interior portions of the building was upgraded circa 2005","The two-story building with abasement appears to be constructed on spread footings. Where exposed, the superstructure appears to be of wood-framed, and concrete-framed construction, and some steel constructions. Study and repair were recommended for the building structure based on the seismic report. 

The building exterior walls are generally comprised of concrete stone and stucco walls on the building elevations. The building windows are typical of metal-framed insulated glass units. The exterior entrance doors are typically glass and metal doors set in metal frames. The roof cover is a built-up roof system. Overall, the building envelope components appear to be in fair condition.

The interior finishes in the building include vinyl floor sheets, vinyl floor tiles, carpet flooring, carpet floor tiles, terrazzo flooring, painted wall assemblies, ceramic wall tiles, painted ceiling assemblies, and suspended acoustic tile ceiling assemblies. The interior finishes appear to be in good condition overall.",,2005,,"Concrete foundation,  reinforced concrete frame w/built up composition roof",,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,12.5%,High Occupancy,101-1000,,0.9,High,-123.0992282,49.28158394
48,COMM_7143_123 E 6th Av_Teachers Centre (Former),123 E 6th Av,,,,,,,,,,Teachers Centre (Former),3 - Limited Investment,City Owned,7143,1929-01,1929,Pre-code,"$4,354,500","12,764",341,2,0,,,B,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,1%,,11-100,,2.4,Medium,-123.1023339,49.26586627
50,COMM_1102_1401-1415 Hornby St,1401-1415 Hornby St,,,,,,,,,,,4 - Minimal Investment,City Owned,1102,1945-01,1945,1941,"$3,711,082","10,878",341,1,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,15%,,11-100,,0,High,-123.1320038,49.2762489
51,COMM_1091_1434 Burrard St,1434 Burrard St,,,,,,,,,,,4 - Minimal Investment,City Owned,1091,1940-01,1940,Pre-code,"$3,549,375","10,404",341,2,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,15%,,11-100,,-0.5,High,-123.1326705,49.27634404
54,COMM_8664_1249 Howe St,1249 Howe St,NOT IN SCOPE,,,,,,,,,,9 - CoV Not Responsible,Ground Leased,8664,2016-01,2016,2015,"$20,367,624","59,702",341,12,1,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1279297,49.2774887
56,COMM_1098_1447-1449 Hornby St,1447-1449 Hornby St,,,,,,,,,,,4 - Minimal Investment,City Owned,1098,1960-01,1960,1960,"$2,848,643","8,350",341,2,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,13%,,11-100,,0.4,High,-123.1325226,49.2759018
58,"COMM_8560_3595 W 17th Av / 3210, 3228, 3288 Dunbar St","3595 W 17th Av / 3210, 3228, 3288 Dunbar St",,,,,,,,,,,9 - CoV Not Responsible,City Leased,8560,2013-01,2013,2010,"$1,194,042","3,500",341,4,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.184799,49.25760657
60,COMM_1092_1444 Burrard St_Dura Productions,1444 Burrard St,,,,,,,,,,Dura Productions,5 - No Investment,City Owned,1092,1940-01,1940,Pre-code,"$1,055,533","3,094",341,1,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1326788,49.2761917
62,COMM_8074_1800-1808 W 5th Av,1800-1808 W 5th Av,,,,,,,,,,,3 - Limited Investment,City Owned,8074,1910-01,1910,Pre-code,"$1,487,435","4,360",341,3,0,The building was constructed circa 1910. The building mainly with systems and components originating from the initial building construction and partial upgrades to 2004 and 2021.,"The two-storey building is likely constructed of stone masonry foundation walls on strip footings. The first floor floor slab appears to be poured concrete slab-on-grade continuously supported likely by a moisture barrier on a free draining gravel layer on engineered fill.

The two-storey building is likely load bearing concrete masonry block (CMU) walls, wood columns with wood beams supporting a wood roof deck.

The exterior walls consist of  stucco and wood siding. The exterior windows includes storefronts in a wood frame. The exterior doors include glazed and solid wood doors . The roof covering includes an asphalt shingle roofing system.

The interior partitions are of gypsum wallboard. The fixed partitions also include glazed partitions in various locations. 

The interior floor finishes include ceramic tiles, sealed concrete, hardwood floor and wood laminate floor. The interior ceiling finishes include suspended acoustic ceiling panel and painted gypsum board. The interior doors are generally single wood doors and sliding glazed doors set in wood frames.",,1989,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1459492,49.26692476
63,COMM_2085_1575 W 5th Av,1575 W 5th Av,,,,,,,,,,,5 - No Investment,City Owned,2085,1990-01,1990,1990,"$514,450","2,403",214,2,0,COMM_2085_1575 W 5th Av building is understood to have been constructed circa 1990. The building is largely provided with systems and components originating from the initial building construction.,"The two-storey structure with slab-on-grade foundation with concrete perimeter walls. Where exposed, the superstructure consists of concrete masonry block walls supporting a woof roof deck.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.
The building exterior walls are generally comprised of painted concrete blocks and metal siding. The building windows are single-paned glazing units that are set in fixed wood frames. The building is provided with exterior wood doors with glass inserts and overhead doors. The building is provided with a single ply membrane roof system. Overall, the building envelope components appear to be in poor to good condition.
The interior finishes in the building include painted concrete / painted wood flooring, and painted wall & ceiling assemblies. The interior finishes appear to be in poor to good condition.",,,,Masonry Walls,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1403081,49.26730285
64,COMM_1097_1451 Hornby St,1451 Hornby St,,,,,,,,,,,4 - Minimal Investment,City Owned,1097,1940-01,1940,Pre-code,"$1,085,762","2,250",483,1,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1325303,49.27583313
66,CULT_1086_675-695 Cambie St_Queen Elizabeth Theatre,675-695 Cambie St,,,,,,,,,,Queen Elizabeth Theatre,1 - Full Investment,City Owned,1086,1959-01,1959,1953,"$71,144,549","192,900",369,3,2,"Queen Elizabeth Theatre is understood to have been constructed circa 1959 and is a registered heritage building class""A"". An addition was constructed circa 1999 along with the west elevation of the building. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- Major renovation was done in 2009
- The tower roof was replaced in 2019 and the auditorium roof was replaced circa 1990","The Queen Elizabeth Theatre building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of concrete and metal construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of exposed concrete walls, glazed ceramic tiles, and metal panels. The building windows are typical of a metal-framed single glass unit and single glass curtain walls. The exterior entrance doors are typically glass doors set in aluminum frames. The service doors are hollow metal doors in metal frames. The roof cover is a 2-ply modified bituminous roof assembly. Overall, the building envelope components appear to be in good condition with the exception of the glazed ceramic tiles, curtain walls, and 4th-floor roof which are in poor condition. 

The interior finishes in the building include ceramic floor tiles, vinyl floor sheets, vinyl floor tiles, painted concrete floor, carpet floor tiles, carpet sheet, terrazzo flooring, laminated wood flooring, rubber flooring, painted wall assemblies, ceramic wall tiles, wood wall panels, wallpaper, mirror, acoustical wall tiles,  painted ceiling assemblies, adhered acoustical ceiling tiles and suspended acoustic tile ceiling assemblies. The interior finishes appear to be in fair to good condition overall.",A,"1967, 1986, 1992, 1996 and 2009",,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,0.0006%,Emergency Shelter,1000+,,4.2,Low,-123.1128693,49.28022
